id,order_id,response_questionnaire_id,page_id,questionnaire_question_id,response,exif_longitude,exif_latitude,exif_timestamp,exif_model,exif_direction,device_latitude,device_longitude,device_ip,device_agent,active,created,modified
1,32852,1,34,63,uploads/20160525154940_maxresdefault.jpg,undefined,undefined,1969:12:31 06:12:00,undefined,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:49,5/25/2016 15:49
2,32852,1,35,64,uploads/20160525154951_20150729_140817.jpg,undefined,undefined,1969:12:31 06:12:00,undefined,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:49,5/25/2016 15:49
3,32852,1,36,65,uploads/20160525155000_20160401_144544.jpg,-97.7225,30.25055556,2016:04:01 02:04:45,SAMSUNG-SM-G928A,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:49,5/25/2016 15:50
4,32852,1,37,66,uploads/20160525155009_20160401_141406.jpg,0,0,2016:04:01 02:04:14,SAMSUNG-SM-G928A,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:50,5/25/2016 15:50
5,32852,1,38,67,Manufactured Mobile Home,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:50,5/25/2016 15:50
6,32852,1,40,71,Yes,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:50,5/25/2016 15:50
7,32852,1,40,72,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:50,5/25/2016 15:50
8,32852,1,40,73,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:50,5/25/2016 15:50
9,32852,1,41,74,Commercial,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:50,5/25/2016 15:50
10,32852,1,42,75,3,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:50,5/25/2016 16:06
11,32852,1,42,76,Detached (separate structure),,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:50,5/25/2016 16:06
12,32852,1,42,77,uploads/20160525160618_acdc-buffalo.JPG,0,0,1969:12:31 06:12:00,undefined,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 15:50,5/25/2016 16:06
13,32852,1,43,78,Good (less than 5 years old),,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
14,32852,1,43,79,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
15,32852,1,43,80,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
16,32852,1,44,81,"Good (paint < 5 years, no visible damage)",,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
17,32852,1,44,82,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
18,32852,1,44,83,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
19,32852,1,45,84,"Good (< 5 years old, no visible damage)",,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
20,32852,1,45,85,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
21,32852,1,45,86,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
22,32852,1,46,87,"Good (no visible damage, < 3 inch deflection)",,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
23,32852,1,46,88,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
24,32852,1,46,89,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
25,32852,1,47,90,"Good (healthy lawn, tidy appearance)",,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
26,32852,1,47,91,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
27,32852,1,47,92,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:06
28,32852,1,48,93,"More comments here, want to write quite a lot and see what that does to the settings on the PDF report that comes out.  How much text can I put into this window.  It is unlimited?",,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:07
29,32852,1,48,94,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:06,5/25/2016 16:07
30,32852,1,49,95,Good (no visible damage),,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
31,32852,1,49,96,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
32,32852,1,50,97,2,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
33,32852,1,50,98,2,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
34,32852,1,50,99,2,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
35,32852,1,50,100,2,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
36,32852,1,50,101,Yes,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
37,32852,1,50,102,Yes,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
38,32852,1,50,103,pool,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
39,32852,1,51,104,3,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
40,32852,1,51,105,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
41,32852,1,52,106,test,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
42,32852,1,52,107,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
43,32852,1,53,108,test,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
44,32852,1,53,109,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
45,32852,1,54,110,test,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
46,32852,1,54,111,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
47,32852,1,55,112,test,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
48,32852,1,55,113,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
49,32852,1,56,114,"Excellent (fully updated, new paint)",,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
50,32852,1,56,115,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
51,32852,1,57,116,Urban (inner city),,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
52,32852,1,58,117,Good (all properties well maintained),,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
53,32852,1,58,118,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
54,32852,1,68,138,3,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
55,32852,1,68,139,,,,,NULL,NULL,30.2482337,-97.7253865,45.20.196.252,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",1,5/25/2016 16:07,5/25/2016 16:07
56,33704,2,34,63,uploads/20160701172348_146741179134275245077.jpg,-96.57,32.97777778,2016:07:01 05:07:23,SM-G920T,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:22,7/1/2016 17:23
57,33704,2,35,64,uploads/20160701172433_14674118535722098953168.jpg,-96.57,32.97777778,2016:07:01 05:07:24,SM-G920T,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:23,7/1/2016 17:24
58,33704,2,36,65,uploads/20160701172512_1467411888591802278768.jpg,-96.57,32.97777778,2016:07:01 05:07:25,SM-G920T,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:24,7/1/2016 17:25
59,33704,2,37,66,uploads/20160701172550_1467411923939-884711502.jpg,-96.57,32.97777778,2016:07:01 05:07:25,SM-G920T,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:25,7/1/2016 17:25
60,33704,2,38,67,Single Family,,,,NULL,NULL,32.977825,-96.5698341,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:25,7/1/2016 17:26
61,33704,2,40,71,Yes,,,,NULL,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:26,7/1/2016 17:26
62,33704,2,40,72,,,,,NULL,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:26,7/1/2016 17:26
63,33704,2,40,73,,,,,NULL,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:26,7/1/2016 17:26
64,33704,2,41,74,Residential,,,,NULL,NULL,32.9777946,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:26,7/1/2016 17:26
65,33704,2,42,75,2,,,,NULL,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:26,7/1/2016 17:27
66,33704,2,42,76,Attached (connected to the main property),,,,NULL,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:26,7/1/2016 17:27
67,33704,2,42,77,,,,,NULL,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:26,7/1/2016 17:27
68,33704,2,43,78,"Excellent (< 2 years old, no visible damage)",,,,NULL,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:27,7/1/2016 17:27
69,33704,2,43,79,,,,,NULL,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:27,7/1/2016 17:27
70,33704,2,43,80,,,,,NULL,NULL,32.977707,-96.5698727,108.19.145.238,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",1,7/1/2016 17:27,7/1/2016 17:27
